Lead_ID,Email,Age,Region,Industry,Company_Size,Job_Level,Source,Profile_Type,Total_Sessions,Avg_Session_Duration_Min,Bounce_Rate,Total_Pages_Viewed,Unique_Pages_Viewed,Products_Viewed,Product_Detail_Views,Primary_Interest_Category,Secondary_Interest_Category,Added_To_Wishlist,Compared_Products,Used_Price_Filter,Used_Feature_Filter,Search_Queries_Count,Viewed_Pricing_Page,Pricing_Page_Views,Requested_Demo,Filled_Contact_Form,Downloaded_Resources,Watched_Videos,Video_Completion_Rate,Email_Opened,Email_Open_Rate,Email_Click_Rate,Emails_Replied,Subscribed_Newsletter,Initiated_Chat,Chat_Messages_Sent,Submitted_Support_Ticket,Days_Since_First_Visit,Days_Since_Last_Activity,Last_Activity_Type,Visit_Frequency_Per_Week,Avg_Time_Between_Visits,Returned_After_Exit,Deep_Page_Scroll,Preferred_Visit_Time,Device_Type,Engagement_Score,Lead_Converted
LEAD_03855,lead3855@example.com,42,Asia Pacific,Real Estate,1-10,Senior Manager,Trade Show,standard_lead,5,3.9,0.61,12,8,3,2,Starter Package,Analytics Add-on,0,0,0,0,1,1,5,0,0,0,0,0.0,0,0.23,0.0,0,1,0,0,0,74,18,Abandoned Session,0.47,14.8,1,0,Morning (9-12),Mobile,15.95,0
LEAD_03856,lead3856@example.com,43,Asia Pacific,SaaS,201-1000,Manager,Partner,standard_lead,5,3.3,0.3,6,3,0,0,Custom Integration,Training Module,1,0,1,0,1,0,0,0,0,1,1,0.91,0,0.55,0.0,0,1,0,0,0,53,1,Viewed Product,0.66,10.6,1,0,Morning (9-12),Mobile,16.65,1
LEAD_03857,lead3857@example.com,40,Latin America,Education,1-10,Senior Manager,Website,standard_lead,8,3.4,0.58,7,4,3,2,Support Package,Training Module,0,0,0,0,1,1,10,0,1,0,0,0.0,0,0.14,0.0,0,1,1,8,0,59,4,Abandoned Session,0.95,7.4,1,0,Evening (5-9),Mobile,53.4,0
LEAD_03858,lead3858@example.com,54,Middle East,Healthcare,1-10,Senior Manager,Partner,standard_lead,6,0.5,0.44,9,7,2,1,Enterprise Solution,Support Package,1,0,0,0,1,0,0,0,0,0,1,0.9,0,0.48,0.0,0,1,0,0,0,73,24,Just Browsing,0.58,12.2,1,0,Morning (9-12),Mobile,0.05,0
LEAD_03859,lead3859@example.com,42,Europe,Retail,11-50,Director,Trade Show,standard_lead,6,3.0,0.6,9,6,0,0,Enterprise Solution,Support Package,1,0,1,0,1,1,2,0,0,0,0,0.0,0,0.15,0.0,1,0,0,0,0,48,5,Abandoned Session,0.88,8.0,1,1,Night (9-12),Mobile,19.3,1
LEAD_03860,lead3860@example.com,62,Africa,Real Estate,11-50,Director,Cold Outreach,standard_lead,11,6.3,0.48,7,5,3,1,Enterprise Solution,Custom Integration,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0.05,0.0,0,0,0,0,0,33,4,Viewed Product,2.33,3.0,1,0,Morning (9-12),Desktop,24.25,0
LEAD_03861,lead3861@example.com,27,Africa,SaaS,1000+,Manager,LinkedIn,standard_lead,4,5.4,0.39,12,8,1,0,Analytics Add-on,Enterprise Solution,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.12,0.0,0,0,1,12,0,24,0,Abandoned Session,1.17,6.0,1,0,Morning (9-12),Mobile,16.2,0
LEAD_03862,lead3862@example.com,41,Middle East,Retail,1-10,Director,Website,standard_lead,4,4.5,0.62,10,7,3,1,API Access,Support Package,0,0,0,0,0,0,0,0,0,0,1,0.87,1,0.37,0.17,1,0,0,0,0,25,21,Abandoned Session,1.12,6.2,1,1,Evening (5-9),Mobile,0.0,0
LEAD_03863,lead3863@example.com,41,Asia Pacific,Manufacturing,51-200,VP,LinkedIn,standard_lead,4,1.9,0.6,5,3,1,0,Starter Package,Custom Integration,0,0,0,0,1,1,1,0,0,1,1,0.83,0,0.25,0.0,0,1,0,0,0,69,33,Viewed Product,0.41,17.2,1,0,Evening (5-9),Desktop,0.0,0
LEAD_03864,lead3864@example.com,50,North America,Consulting,11-50,Director,Google Ads,engaged_smb,17,11.4,0.16,17,10,7,3,Custom Integration,API Access,0,1,1,1,4,1,5,0,1,4,2,0.65,0,0.57,0.0,0,1,1,12,1,51,5,Demo Request,2.33,3.0,1,1,Night (9-12),Tablet,86.1,1
LEAD_03865,lead3865@example.com,26,Europe,Technology,201-1000,Senior Manager,Webinar,warm_lead,9,12.9,0.12,19,13,5,2,Enterprise Solution,Support Package,0,0,1,1,1,1,5,1,1,2,2,0.8,1,0.38,0.17,3,1,0,0,0,34,1,Support Chat,1.85,3.8,1,0,Morning (9-12),Desktop,77.15,1
LEAD_03866,lead3866@example.com,31,Middle East,Education,1000+,Manager,Google Ads,standard_lead,3,9.1,0.68,8,5,3,1,API Access,Support Package,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.25,0.0,1,0,0,0,1,27,9,Viewed Product,0.78,9.0,0,1,Night (9-12),Mobile,12.75,0
LEAD_03867,lead3867@example.com,49,North America,Retail,51-200,C-Level,Cold Outreach,standard_lead,4,0.9,0.45,8,6,2,1,API Access,Starter Package,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.11,0.0,0,0,0,0,0,49,8,Just Browsing,0.57,12.2,1,0,Morning (9-12),Mobile,2.55,0
LEAD_03868,lead3868@example.com,22,Asia Pacific,Education,1-10,VP,LinkedIn,standard_lead,5,4.7,0.5,13,11,3,1,API Access,Starter Package,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0.41,0.0,0,0,0,0,0,7,7,Just Browsing,5.0,1.4,1,1,Evening (5-9),Tablet,3.95,0
LEAD_03869,lead3869@example.com,36,North America,Education,11-50,Manager,Cold Outreach,standard_lead,5,2.6,0.58,9,7,1,0,Training Module,Support Package,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.17,0.0,0,0,0,0,0,79,21,Email Click,0.44,15.8,1,1,Morning (9-12),Desktop,0.0,0
LEAD_03870,lead3870@example.com,57,Asia Pacific,E-commerce,1000+,Individual Contributor,Cold Outreach,standard_lead,3,5.1,0.71,4,3,5,3,Custom Integration,API Access,0,0,1,0,4,0,0,0,1,0,0,0.0,1,0.33,0.14,0,0,0,0,0,17,9,Viewed Product,1.24,5.7,0,0,Afternoon (12-5),Tablet,21.25,0
LEAD_03871,lead3871@example.com,38,Africa,Real Estate,1000+,Director,Cold Outreach,standard_lead,4,0.5,0.78,10,8,3,2,Support Package,Custom Integration,0,0,1,0,1,0,0,0,0,1,0,0.0,1,0.47,0.24,0,0,0,0,0,43,43,Just Browsing,0.65,10.8,1,1,Morning (9-12),Mobile,0.0,0
LEAD_03872,lead3872@example.com,32,Asia Pacific,Finance,51-200,C-Level,Cold Outreach,standard_lead,2,0.6,0.63,10,6,3,1,Training Module,API Access,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.38,0.0,1,0,0,0,0,36,19,Abandoned Session,0.39,18.0,0,0,Afternoon (12-5),Mobile,0.0,0
LEAD_03873,lead3873@example.com,57,Asia Pacific,SaaS,1-10,Director,Cold Outreach,standard_lead,5,4.3,0.43,12,7,2,1,API Access,Premium Plan,0,0,0,1,3,0,0,1,0,0,1,0.79,0,0.32,0.0,0,1,0,0,0,22,3,Abandoned Session,1.59,4.4,1,0,Night (9-12),Mobile,19.75,1
LEAD_03874,lead3874@example.com,47,Middle East,E-commerce,51-200,C-Level,Facebook,standard_lead,7,4.4,0.63,7,6,1,0,Starter Package,Premium Plan,0,0,0,0,0,1,3,0,0,1,0,0.0,1,0.45,0.29,0,0,0,0,0,40,4,Abandoned Session,1.22,5.7,1,1,Evening (5-9),Desktop,20.6,1
LEAD_03875,lead3875@example.com,49,Africa,Finance,1-10,Director,Partner,standard_lead,7,4.0,0.41,9,7,2,1,Custom Integration,Analytics Add-on,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0.23,0.0,0,1,0,0,0,71,2,Abandoned Session,0.69,10.1,1,0,Evening (5-9),Mobile,13.9,1
LEAD_03876,lead3876@example.com,36,Africa,Technology,11-50,Individual Contributor,Trade Show,standard_lead,5,6.1,0.56,5,3,1,0,Custom Integration,Starter Package,0,0,0,0,1,0,0,1,0,0,0,0.0,1,0.49,0.3,0,0,1,8,0,66,19,Just Browsing,0.53,13.2,1,1,Night (9-12),Mobile,16.65,1
LEAD_03877,lead3877@example.com,42,Europe,Manufacturing,1000+,VP,Trade Show,standard_lead,2,3.4,0.78,5,3,1,0,Support Package,Training Module,0,0,1,0,0,0,0,0,1,0,0,0.0,1,0.38,0.24,0,0,0,0,0,84,5,Abandoned Session,0.17,42.0,0,0,Morning (9-12),Desktop,10.6,1
LEAD_03878,lead3878@example.com,43,Latin America,Retail,201-1000,C-Level,Webinar,hot_lead,11,9.2,0.23,19,13,17,11,Premium Plan,API Access,0,0,1,0,3,1,7,0,0,3,2,0.95,1,0.87,0.5,4,1,0,0,0,39,19,Demo Request,1.97,3.5,1,1,Morning (9-12),Desktop,84.0,1
LEAD_03879,lead3879@example.com,22,North America,Manufacturing,1-10,Director,Website,standard_lead,1,3.6,0.59,11,8,0,0,API Access,Training Module,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0.15,0.08,1,0,0,0,0,88,31,Viewed Product,0.08,88.0,0,1,Morning (9-12),Mobile,0.0,0
LEAD_03880,lead3880@example.com,47,Asia Pacific,Manufacturing,1-10,Director,Referral,standard_lead,6,7.1,0.66,12,10,1,0,Analytics Add-on,Starter Package,0,1,0,0,2,0,0,0,0,0,0,0.0,0,0.36,0.0,0,0,0,0,0,42,18,Viewed Product,1.0,7.0,1,1,Morning (9-12),Desktop,0.0,0
LEAD_03881,lead3881@example.com,38,Africa,Retail,51-200,Director,Content Download,warm_lead,8,17.4,0.23,22,16,12,9,Analytics Add-on,Training Module,1,0,1,1,7,1,4,1,0,4,1,0.88,1,0.83,0.52,1,1,1,6,0,72,7,Viewed Product,0.78,9.0,1,1,Afternoon (12-5),Desktop,104.9,1
LEAD_03882,lead3882@example.com,31,Europe,SaaS,201-1000,Senior Manager,Cold Outreach,standard_lead,6,3.6,0.64,6,4,5,2,Custom Integration,Starter Package,0,0,0,0,1,0,0,1,0,1,0,0.0,0,0.32,0.0,0,1,0,0,1,55,12,Just Browsing,0.76,9.2,1,1,Night (9-12),Desktop,18.7,0
LEAD_03883,lead3883@example.com,43,Latin America,Real Estate,11-50,Director,Webinar,standard_lead,5,8.3,0.81,12,9,3,1,Support Package,Enterprise Solution,1,1,1,0,1,1,8,0,0,0,0,0.0,0,0.14,0.0,0,1,0,0,0,63,15,Abandoned Session,0.56,12.6,1,1,Night (9-12),Mobile,31.15,1
LEAD_03884,lead3884@example.com,22,Europe,Education,51-200,VP,Email Campaign,standard_lead,8,7.3,0.63,8,6,2,1,API Access,Analytics Add-on,0,0,0,1,1,0,0,0,0,0,1,0.68,1,0.23,0.11,0,1,0,0,0,38,9,Just Browsing,1.47,4.8,1,0,Afternoon (12-5),Desktop,6.75,0
LEAD_03885,lead3885@example.com,59,Europe,SaaS,51-200,Director,Cold Outreach,standard_lead,7,7.5,0.35,8,6,3,1,Starter Package,Premium Plan,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.47,0.26,0,1,0,0,0,50,13,Email Click,0.98,7.1,1,0,Evening (5-9),Tablet,19.05,0
LEAD_03886,lead3886@example.com,34,Africa,Real Estate,1-10,Individual Contributor,Webinar,standard_lead,4,5.8,0.84,5,3,4,3,Support Package,Premium Plan,0,0,0,0,3,0,0,1,0,2,0,0.0,0,0.41,0.0,0,0,0,0,0,39,16,Just Browsing,0.72,9.8,1,0,Morning (9-12),Desktop,18.5,1
LEAD_03887,lead3887@example.com,65,North America,Education,1-10,Senior Manager,Partner,standard_lead,3,2.8,0.57,6,4,1,0,Analytics Add-on,Training Module,0,0,0,0,1,1,3,0,1,2,0,0.0,1,0.26,0.11,0,0,0,0,0,69,16,Just Browsing,0.3,23.0,0,0,Night (9-12),Desktop,22.9,0
LEAD_03888,lead3888@example.com,53,Asia Pacific,Retail,201-1000,Manager,Trade Show,standard_lead,2,5.5,0.51,9,6,0,0,Enterprise Solution,Custom Integration,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.14,0.0,0,0,0,0,0,5,5,Abandoned Session,2.8,2.5,0,0,Morning (9-12),Mobile,0.0,0
LEAD_03889,lead3889@example.com,25,Africa,Consulting,201-1000,Individual Contributor,Facebook,standard_lead,6,2.5,0.5,13,8,1,0,Enterprise Solution,API Access,0,0,0,0,0,0,0,0,0,0,1,0.93,1,0.18,0.12,1,1,0,0,0,45,10,Email Click,0.93,7.5,1,0,Afternoon (12-5),Desktop,0.45,0
LEAD_03890,lead3890@example.com,47,Europe,Real Estate,11-50,Manager,Referral,engaged_smb,18,9.5,0.27,27,17,11,5,Support Package,Enterprise Solution,1,1,0,0,4,1,2,1,0,0,0,0.0,1,0.63,0.35,2,1,0,0,0,53,2,Pricing Page,2.38,2.9,1,1,Afternoon (12-5),Mobile,70.65,1
LEAD_03891,lead3891@example.com,35,Latin America,Consulting,201-1000,Manager,Website,standard_lead,5,0.5,0.47,7,5,3,2,Enterprise Solution,Training Module,0,0,0,0,1,0,0,0,0,2,0,0.0,1,0.21,0.09,1,0,0,0,0,84,2,Just Browsing,0.42,16.8,1,0,Evening (5-9),Mobile,12.55,0
LEAD_03892,lead3892@example.com,39,Africa,Technology,1-10,Manager,Google Ads,standard_lead,4,0.5,0.64,6,4,4,2,API Access,Support Package,0,0,0,0,1,1,5,0,0,1,0,0.0,0,0.3,0.0,0,1,0,0,0,72,33,Email Click,0.39,18.0,1,0,Night (9-12),Mobile,9.85,0
LEAD_03893,lead3893@example.com,32,Africa,Consulting,201-1000,Manager,Webinar,warm_lead,13,12.2,0.19,20,12,4,2,Custom Integration,Starter Package,1,1,1,0,4,1,3,1,1,0,3,0.98,0,0.83,0.0,1,0,0,0,0,4,0,Pricing Page,22.75,0.3,1,1,Afternoon (12-5),Desktop,75.4,1
LEAD_03894,lead3894@example.com,37,North America,SaaS,11-50,Director,Trade Show,standard_lead,8,3.0,0.7,10,6,1,0,Premium Plan,Starter Package,0,0,0,1,1,0,0,0,0,1,0,0.0,0,0.25,0.0,0,1,0,0,0,47,4,Email Click,1.19,5.9,1,0,Morning (9-12),Mobile,3.6,0
LEAD_03895,lead3895@example.com,48,Middle East,Retail,11-50,Individual Contributor,Webinar,standard_lead,3,3.9,0.47,11,7,2,0,Starter Package,Premium Plan,0,0,0,0,2,0,0,0,0,1,3,0.83,0,0.27,0.0,0,0,0,0,0,71,2,Viewed Product,0.3,23.7,0,1,Night (9-12),Mobile,11.05,0
LEAD_03896,lead3896@example.com,48,Middle East,Manufacturing,1000+,Senior Manager,Cold Outreach,standard_lead,8,0.5,0.56,12,8,0,0,Analytics Add-on,API Access,0,0,0,1,3,0,0,0,0,0,0,0.0,0,0.45,0.0,0,0,1,7,0,27,27,Abandoned Session,2.07,3.4,1,1,Afternoon (12-5),Desktop,0.0,0
LEAD_03897,lead3897@example.com,48,Asia Pacific,Real Estate,11-50,Director,Cold Outreach,standard_lead,4,10.1,0.54,5,3,2,1,Enterprise Solution,Support Package,0,0,0,0,2,0,0,0,1,1,0,0.0,0,0.29,0.0,0,0,0,0,0,27,27,Email Click,1.04,6.8,1,0,Night (9-12),Tablet,7.25,0
LEAD_03898,lead3898@example.com,41,Asia Pacific,Real Estate,1-10,Senior Manager,Partner,standard_lead,3,0.7,0.63,5,4,1,0,API Access,Support Package,1,0,0,0,1,0,0,1,0,0,0,0.0,0,0.11,0.0,0,0,0,0,0,70,7,Just Browsing,0.3,23.3,0,1,Night (9-12),Tablet,11.65,0
LEAD_03899,lead3899@example.com,46,Asia Pacific,Technology,51-200,C-Level,Webinar,standard_lead,3,5.6,0.46,7,5,2,1,Enterprise Solution,Analytics Add-on,0,0,0,1,0,0,0,0,1,2,1,0.88,1,0.21,0.1,1,0,0,0,0,66,20,Just Browsing,0.32,22.0,0,0,Night (9-12),Desktop,13.5,1
LEAD_03900,lead3900@example.com,35,Latin America,E-commerce,51-200,C-Level,LinkedIn,standard_lead,6,3.4,0.51,8,6,2,1,Analytics Add-on,Custom Integration,0,1,1,0,1,0,0,0,0,0,0,0.0,0,0.42,0.0,0,0,1,9,0,66,25,Just Browsing,0.64,11.0,1,0,Night (9-12),Mobile,5.3,1
LEAD_03901,lead3901@example.com,54,North America,Consulting,201-1000,Senior Manager,Google Ads,standard_lead,5,2.5,0.46,4,2,2,0,API Access,Enterprise Solution,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0.07,0.0,0,0,0,0,0,28,7,Email Click,1.25,5.6,1,0,Night (9-12),Desktop,1.05,1
LEAD_03902,lead3902@example.com,42,Europe,Consulting,51-200,Senior Manager,Content Download,warm_lead,10,9.0,0.23,23,14,9,6,Training Module,Analytics Add-on,0,1,1,1,2,1,3,1,0,2,2,0.63,1,0.86,0.4,0,1,1,5,0,71,3,Pricing Page,0.99,7.1,1,1,Night (9-12),Mobile,81.5,1
LEAD_03903,lead3903@example.com,41,North America,E-commerce,201-1000,C-Level,Website,standard_lead,5,1.0,0.68,6,4,1,0,Custom Integration,Support Package,0,0,0,1,1,1,6,0,0,2,1,0.89,1,0.27,0.12,0,0,0,0,0,29,0,Abandoned Session,1.21,5.8,1,0,Night (9-12),Mobile,28.6,0
LEAD_03904,lead3904@example.com,41,Europe,Finance,201-1000,Manager,Partner,standard_lead,4,4.1,0.56,8,6,3,1,Custom Integration,Starter Package,1,0,0,0,2,0,0,0,1,2,0,0.0,0,0.26,0.0,0,0,0,0,0,70,2,Viewed Product,0.4,17.5,1,0,Evening (5-9),Tablet,25.75,0
LEAD_03905,lead3905@example.com,54,Middle East,Technology,1000+,Director,Website,standard_lead,5,5.6,0.65,5,3,2,1,Custom Integration,Premium Plan,0,0,0,0,2,0,0,1,0,0,0,0.0,0,0.37,0.0,0,0,0,0,0,84,0,Abandoned Session,0.42,16.8,1,1,Afternoon (12-5),Tablet,17.2,0
LEAD_03906,lead3906@example.com,53,Middle East,Real Estate,201-1000,C-Level,Referral,hot_lead,22,15.4,0.19,18,13,2,0,Custom Integration,Enterprise Solution,0,0,1,1,8,1,4,1,0,7,2,0.67,0,0.63,0.0,1,1,0,0,0,13,6,Viewed Product,11.85,0.6,1,1,Afternoon (12-5),Desktop,83.8,1
LEAD_03907,lead3907@example.com,42,Europe,Consulting,51-200,Manager,Email Campaign,standard_lead,3,7.7,0.44,8,6,1,0,Training Module,Premium Plan,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0.07,0.03,0,1,0,0,0,61,2,Viewed Product,0.34,20.3,0,0,Evening (5-9),Desktop,5.35,0
LEAD_03908,lead3908@example.com,39,North America,Education,51-200,VP,Content Download,standard_lead,6,4.6,0.38,9,6,2,0,Support Package,Training Module,0,0,0,0,2,0,0,0,1,0,0,0.0,0,0.39,0.0,0,1,0,0,0,44,6,Just Browsing,0.95,7.3,1,0,Evening (5-9),Desktop,13.7,0
LEAD_03909,lead3909@example.com,45,Europe,Manufacturing,51-200,Director,Website,standard_lead,3,3.1,0.32,10,6,0,0,Premium Plan,Enterprise Solution,0,0,0,1,3,1,4,0,0,0,0,0.0,0,0.24,0.0,0,0,1,8,0,18,18,Abandoned Session,1.17,6.0,0,0,Night (9-12),Tablet,17.25,0
LEAD_03910,lead3910@example.com,39,Middle East,Education,11-50,Manager,Trade Show,standard_lead,1,2.9,0.54,10,8,1,0,API Access,Premium Plan,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.34,0.18,0,0,0,0,0,19,15,Abandoned Session,0.37,19.0,0,0,Night (9-12),Mobile,2.35,0
LEAD_03911,lead3911@example.com,40,Africa,Retail,1000+,VP,LinkedIn,standard_lead,5,3.7,0.65,11,9,2,1,API Access,Support Package,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.35,0.0,0,0,0,0,0,12,4,Email Click,2.92,2.4,1,0,Morning (9-12),Mobile,4.75,0
LEAD_03912,lead3912@example.com,62,Africa,Technology,201-1000,VP,Email Campaign,standard_lead,7,2.6,0.61,12,7,1,0,API Access,Custom Integration,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.34,0.14,0,0,0,0,0,65,26,Abandoned Session,0.75,9.3,1,0,Afternoon (12-5),Mobile,0.4,0
LEAD_03913,lead3913@example.com,37,Asia Pacific,Retail,1000+,C-Level,LinkedIn,standard_lead,3,0.7,0.64,13,11,2,1,API Access,Enterprise Solution,0,0,1,0,2,0,0,0,0,0,2,0.99,0,0.18,0.0,0,0,0,0,0,72,26,Viewed Product,0.29,24.0,0,0,Night (9-12),Mobile,0.0,0
LEAD_03914,lead3914@example.com,29,Middle East,E-commerce,1000+,Director,Partner,hot_lead,10,16.0,0.12,19,13,8,6,Premium Plan,Analytics Add-on,0,1,1,0,5,0,0,0,1,3,1,0.89,0,0.65,0.0,4,0,0,0,1,14,2,Demo Request,5.0,1.4,1,0,Evening (5-9),Desktop,59.9,1
LEAD_03915,lead3915@example.com,24,Europe,SaaS,1000+,Senior Manager,Content Download,standard_lead,7,2.0,0.57,8,5,3,1,Support Package,Analytics Add-on,0,0,0,1,3,0,0,0,0,1,0,0.0,0,0.54,0.0,1,0,0,0,0,17,17,Just Browsing,2.88,2.4,1,1,Morning (9-12),Desktop,2.0,0
LEAD_03916,lead3916@example.com,37,Middle East,Education,11-50,Manager,Content Download,standard_lead,5,4.3,0.44,8,5,2,1,Premium Plan,API Access,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0.43,0.22,2,1,0,0,0,60,10,Email Click,0.58,12.0,1,0,Night (9-12),Mobile,3.35,1
LEAD_03917,lead3917@example.com,46,Middle East,Technology,1-10,Individual Contributor,Website,standard_lead,4,7.7,0.38,10,8,2,1,Starter Package,Enterprise Solution,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.38,0.24,0,0,0,0,0,8,8,Email Click,3.5,2.0,1,0,Night (9-12),Mobile,5.55,1
LEAD_03918,lead3918@example.com,35,Africa,Manufacturing,51-200,Director,Partner,engaged_smb,23,11.6,0.18,17,10,6,4,Premium Plan,Analytics Add-on,1,0,0,0,4,1,4,1,1,3,1,0.72,1,0.85,0.51,3,1,1,13,0,81,0,Pricing Page,1.99,3.5,1,1,Evening (5-9),Desktop,104.7,1
LEAD_03919,lead3919@example.com,22,Latin America,Real Estate,1-10,C-Level,Website,standard_lead,4,0.9,0.51,11,7,4,2,Support Package,Enterprise Solution,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0.28,0.0,0,0,0,0,0,15,15,Viewed Product,1.87,3.8,1,1,Evening (5-9),Tablet,0.0,0
LEAD_03920,lead3920@example.com,65,Europe,Manufacturing,51-200,C-Level,Google Ads,standard_lead,6,4.1,0.81,6,5,2,1,Analytics Add-on,Enterprise Solution,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.41,0.0,0,1,0,0,0,34,17,Email Click,1.24,5.7,1,0,Evening (5-9),Mobile,0.0,0
LEAD_03921,lead3921@example.com,27,North America,Technology,1-10,C-Level,Partner,standard_lead,5,3.5,0.51,9,7,4,2,Starter Package,Custom Integration,0,0,0,0,2,0,0,0,0,0,1,0.73,0,0.41,0.0,0,0,0,0,0,42,6,Viewed Product,0.83,8.4,1,0,Evening (5-9),Desktop,8.45,0
LEAD_03922,lead3922@example.com,22,Middle East,E-commerce,11-50,Director,Website,standard_lead,8,7.7,0.52,8,7,2,1,Training Module,Premium Plan,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.25,0.0,0,1,0,0,0,78,17,Just Browsing,0.72,9.8,1,0,Morning (9-12),Mobile,4.45,0
LEAD_03923,lead3923@example.com,50,Africa,Healthcare,51-200,VP,Website,standard_lead,3,3.3,0.38,6,4,2,1,Custom Integration,Analytics Add-on,1,0,1,0,0,0,0,0,0,2,1,0.82,0,0.37,0.0,0,0,0,0,0,38,15,Email Click,0.55,12.7,0,1,Night (9-12),Mobile,13.65,1
LEAD_03924,lead3924@example.com,25,Middle East,Manufacturing,51-200,Senior Manager,Google Ads,standard_lead,7,2.0,0.44,13,9,3,1,Support Package,Training Module,1,0,0,0,2,1,3,0,0,0,0,0.0,1,0.42,0.22,0,0,0,0,0,13,13,Abandoned Session,3.77,1.9,1,1,Evening (5-9),Desktop,23.0,0
LEAD_03925,lead3925@example.com,36,Middle East,Manufacturing,11-50,C-Level,Facebook,standard_lead,7,3.9,0.59,6,4,2,1,Enterprise Solution,Premium Plan,1,0,1,0,1,0,0,0,0,0,0,0.0,1,0.29,0.13,1,0,0,0,0,52,4,Viewed Product,0.94,7.4,1,0,Morning (9-12),Mobile,14.35,1
LEAD_03926,lead3926@example.com,44,Asia Pacific,Healthcare,51-200,Director,Referral,engaged_smb,12,7.0,0.19,22,16,6,3,Support Package,Premium Plan,0,0,0,1,13,1,4,1,0,3,3,0.94,1,0.83,0.57,1,1,0,0,1,2,2,Demo Request,24.0,0.2,1,1,Afternoon (12-5),Desktop,77.1,1
LEAD_03927,lead3927@example.com,22,Asia Pacific,E-commerce,201-1000,Director,Partner,hot_lead,14,9.2,0.13,24,15,12,5,Enterprise Solution,API Access,1,1,0,1,10,1,7,1,1,4,5,0.67,1,0.54,0.38,1,1,0,0,0,41,1,Form Submission,2.39,2.9,1,1,Evening (5-9),Desktop,115.7,1
LEAD_03928,lead3928@example.com,43,Asia Pacific,Technology,51-200,Individual Contributor,Google Ads,standard_lead,3,2.5,0.59,7,4,0,0,Training Module,Analytics Add-on,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.28,0.0,0,0,0,0,0,70,5,Viewed Product,0.3,23.3,0,0,Afternoon (12-5),Desktop,0.0,1
LEAD_03929,lead3929@example.com,22,Middle East,Healthcare,1000+,Director,Google Ads,standard_lead,5,6.9,0.4,3,2,3,1,API Access,Custom Integration,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0.56,0.0,1,1,0,0,0,20,16,Just Browsing,1.75,4.0,1,0,Night (9-12),Mobile,16.55,0
LEAD_03930,lead3930@example.com,35,Middle East,E-commerce,1-10,Manager,Trade Show,standard_lead,4,6.9,0.48,8,6,3,1,Premium Plan,Starter Package,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,0,1,0,0,0,64,3,Abandoned Session,0.44,16.0,1,0,Morning (9-12),Desktop,12.45,0
LEAD_03931,lead3931@example.com,42,Latin America,Manufacturing,201-1000,Individual Contributor,Google Ads,standard_lead,7,5.7,0.63,5,3,1,0,Training Module,Support Package,1,0,0,0,0,1,6,1,1,0,0,0.0,1,0.19,0.11,0,0,0,0,1,23,20,Email Click,2.13,3.3,1,0,Morning (9-12),Mobile,41.45,1
LEAD_03932,lead3932@example.com,51,North America,Real Estate,1000+,Individual Contributor,Partner,standard_lead,5,5.6,0.59,10,7,3,1,API Access,Custom Integration,0,0,0,0,0,1,4,0,0,1,0,0.0,0,0.42,0.0,0,1,0,0,0,65,43,Email Click,0.54,13.0,1,0,Afternoon (12-5),Desktop,3.5,0
LEAD_03933,lead3933@example.com,64,Europe,Finance,11-50,Senior Manager,Content Download,standard_lead,9,0.5,0.34,7,4,2,0,Training Module,Enterprise Solution,0,0,0,0,1,0,0,1,0,0,1,0.89,1,0.04,0.02,0,1,0,0,0,84,22,Viewed Product,0.75,9.3,1,1,Night (9-12),Mobile,10.15,1
LEAD_03934,lead3934@example.com,45,Asia Pacific,Healthcare,1-10,Manager,LinkedIn,standard_lead,3,0.5,0.62,7,4,5,3,API Access,Starter Package,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.14,0.0,0,0,0,0,0,45,33,Abandoned Session,0.47,15.0,0,1,Morning (9-12),Desktop,0.0,0
